"adoptionYN","weight_kg","neuterYN","sex","positives","negatives","group_akc","grdp","economy","hospital_num","color"
0,1,2,1,0,0,0,40202034,75944548,14,3
1,4,2,1,0,1,0,40202034,75944548,14,7
0,15,2,0,0,0,0,35543580,75944548,5,7
0,11,2,0,0,0,0,28199635,75944548,13,1
0,5.2,0,1,0,0,0,28199635,75944548,13,1
1,3,0,0,0,0,0,98854601,75944548,24,1
0,2,0,1,0,1,0,41172319,75944548,9,3
0,6,0,1,0,1,0,41172319,75944548,9,2
1,3.3,0,1,0,1,5,41172319,75944548,9,7
1,11,0,1,2,1,0,39381923,69109260,95,4
1,9,0,1,0,1,0,26490728,69109260,6,7
1,10,0,1,1,0,0,26490728,69109260,6,7
1,15,0,1,0,0,0,26490728,69109260,6,7
0,5,2,0,0,0,0,32789404,65200878,3,5
0,6,2,1,1,0,0,35671492,65200878,2,6
1,1,0,1,0,0,0,32816200,65200878,4,6
1,1,0,0,0,0,0,32816200,65200878,4,3
1,4,2,1,1,0,0,15965527,76346777,14,1
0,16.3,0,1,0,2,0,47894687,76346777,47,7
1,15.3,0,1,1,0,0,47894687,76346777,47,1
0,7.8,0,1,0,1,0,15262551,76346777,50,5
1,5.5,0,0,0,0,5,19313998,76346777,106,6
0,13.5,2,1,0,0,0,19313998,76346777,106,7
1,4,2,1,0,0,5,38946656,76346777,39,7
1,4,0,0,0,0,5,38946656,76346777,39,7
0,12,0,0,0,0,0,64114080,76346777,52,7
1,13,0,0,0,0,0,64114080,76346777,52,7
1,4,0,0,1,0,0,19942760,76346777,66,3
0,5,1,0,1,0,5,38946656,76346777,39,7
1,4.1,2,1,1,2,0,29507764,76346777,20,3
1,2,2,1,0,0,8,37300553,70070777,35,7
0,10,0,1,0,0,0,37300553,70070777,35,7
0,18,0,0,1,1,0,21798903,69726813,33,5
0,4,0,1,0,2,6,31225310,67098058,18,1
1,3.2,0,1,0,0,0,20089234,67098058,44,3
0,3,2,0,0,2,5,107663270,67098058,10,5
0,4.5,0,0,0,0,0,29338072,66520329,88,5
0,4.4,0,0,0,0,0,29338072,66520329,88,5
0,4.3,0,1,0,0,0,29338072,66520329,88,5
0,4.4,0,1,0,0,0,29338072,66520329,88,5
0,2.6,0,1,0,0,0,29338072,66520329,88,7
0,20.4,2,1,0,1,0,29338072,66520329,88,6
0,1.2,0,1,0,0,0,29338072,66520329,88,7
0,1.5,0,0,0,0,0,29338072,66520329,88,7
0,1.6,0,0,0,0,0,29338072,66520329,88,7
0,1.6,0,0,0,0,0,29338072,66520329,88,7
0,1.7,0,0,0,0,0,29338072,66520329,88,7
0,1.6,0,0,0,0,0,29338072,66520329,88,7
0,3.1,0,1,0,0,0,29338072,66520329,88,7
0,3,0,0,0,0,0,29338072,66520329,88,7
0,17.8,2,0,0,0,0,29338072,66520329,88,5
0,0.5,0,0,0,1,0,35481217,67504454,129,5
1,0.9,0,1,0,0,0,35481217,67504454,129,1
1,0.9,0,1,0,1,0,35481217,67504454,129,5
1,0.5,0,0,0,1,0,35481217,67504454,129,5
0,0.5,0,1,0,0,0,35481217,67504454,129,1
0,16,0,1,0,2,0,35481217,67504454,129,7
0,2.3,0,1,0,0,0,35481217,67504454,129,1
1,1.9,0,1,0,1,0,35481217,67504454,129,2
0,2,0,1,1,0,0,45865147,67504454,6,4
0,1,0,0,1,0,0,39023869,67504454,14,2
0,5,0,0,0,0,0,39023869,67504454,14,7
0,7,2,0,0,0,6,107663270,67098058,10,5
1,2,2,0,0,0,0,107663270,67098058,10,5
0,2,2,0,0,0,0,107663270,67098058,10,5
0,2,2,1,0,0,0,107663270,67098058,10,6
1,2,2,1,0,0,0,107663270,67098058,10,6
0,2,2,0,0,0,0,107663270,67098058,10,5
1,40,2,0,0,0,0,40463263,69701608,35,5
0,15,0,1,1,0,0,20268706,70346569,3,7
0,5,2,1,0,0,0,38928244,70346569,18,6
1,23,2,0,0,2,3,33727399,70346569,13,7
1,18,2,0,1,0,8,33727399,70346569,13,7
1,15,0,0,1,0,8,24696836,63007147,29,1
1,20,0,0,0,3,8,24696836,63007147,29,5
1,2,0,0,0,0,8,24696836,63007147,29,2
0,1.8,0,0,1,0,8,24696836,63007147,29,5
1,2,0,0,1,0,8,24696836,63007147,29,5
1,27,0,1,3,0,1,24696836,63007147,29,5
1,15,2,1,1,0,1,41183912,75944548,60,7
0,1,2,1,2,0,5,41183912,75944548,60,6
1,15,0,0,1,0,0,96311468,69109260,9,5
0,14.3,0,0,1,1,0,29507764,76346777,20,7
0,17,0,0,1,1,0,29507764,76346777,20,6
0,10.6,2,1,0,2,0,29507764,76346777,20,6
0,5.8,0,0,0,1,6,29507764,76346777,20,1
0,8.6,2,1,0,1,0,29507764,76346777,20,6
0,0.5,2,2,0,0,0,29507764,76346777,20,6
0,14.3,2,1,1,2,0,29507764,76346777,20,6
1,1.1,0,1,1,0,0,15262551,76346777,50,7
1,1,0,1,1,0,0,15262551,76346777,50,7
0,1.2,0,0,1,0,0,15262551,76346777,50,2
0,1,0,1,1,0,0,15262551,76346777,50,2
0,1,0,1,1,0,0,15262551,76346777,50,2
0,4.8,0,0,3,0,0,15262551,76346777,50,5
0,4.3,0,0,3,0,0,15262551,76346777,50,5
1,5.4,0,1,1,0,0,15262551,76346777,50,7
0,6.2,0,1,0,1,0,15262551,76346777,50,7
0,4.1,2,1,1,2,0,29507764,76346777,20,7
0,3.4,2,1,0,1,5,29507764,76346777,20,6
0,2.9,2,1,1,2,8,29507764,76346777,20,2
0,3.5,2,1,0,0,0,21798903,69726813,33,6
0,4.5,0,0,0,0,0,122957457,68354722,8,5
0,4.3,0,0,0,0,0,122957457,68354722,8,5
1,5,0,0,0,0,0,122957457,68354722,8,6
0,5,0,1,0,0,0,122957457,68354722,8,5
0,4.3,0,0,0,0,0,122957457,68354722,8,6
1,20,0,1,0,0,8,122957457,68354722,8,7
0,20,0,0,0,0,0,122957457,68354722,8,7
0,15,2,0,0,0,0,107663270,67098058,10,7
0,15,2,0,0,0,0,107663270,67098058,10,7
1,1.2,0,2,0,0,0,107663270,67098058,10,6
0,4.5,0,0,0,0,0,107663270,67098058,10,5
0,5.2,0,0,0,0,0,20089234,67098058,44,6
0,5,0,0,0,0,0,20089234,67098058,44,6
0,5,0,1,0,0,0,107663270,67098058,10,7
0,5,0,0,0,1,0,107663270,67098058,10,0
1,4,0,1,0,1,0,107663270,67098058,10,5
1,3,0,0,0,0,5,107663270,67098058,10,0
0,12.3,2,1,1,0,0,15785226,94451871,24,7
0,13,0,0,1,0,0,45865147,67504454,6,7
1,4,0,0,1,0,0,39023869,67504454,14,4
0,3.5,0,1,0,0,0,26948104,69701608,15,7
0,6,0,1,0,1,0,26948104,69701608,15,6
1,14,0,1,0,0,7,28535744,69109260,4,6
0,17,2,1,0,1,0,98519371,76346777,74,7
1,3,1,0,1,1,5,122957457,68354722,8,7
1,15,0,1,0,0,0,26948104,69701608,15,1
0,14,0,0,0,0,0,26948104,69701608,15,7
1,10,0,0,0,0,0,25727215,70346569,2,7
0,2.5,0,1,0,0,0,34583793,65200878,4,5
0,2.5,0,0,0,0,0,34583793,65200878,4,5
1,15,0,0,0,0,0,45467234,69701608,8,1
0,5,2,0,0,0,0,32077741,67504454,4,4
0,5,2,0,0,0,0,32077741,67504454,4,7
0,5,2,1,0,0,0,32077741,67504454,4,6
0,4,0,0,0,1,0,40023584,67504454,12,7
0,4,0,1,0,0,0,35852501,67504454,15,6
0,6,0,0,1,0,0,35852501,67504454,15,5
0,6,0,0,0,0,0,35852501,67504454,15,7
0,8,0,1,0,0,0,35852501,67504454,15,4
0,2,0,1,0,0,0,35852501,67504454,15,5
0,8,0,0,0,0,0,35519840,69701608,8,6
0,8,0,1,0,0,0,45467234,69701608,8,5
0,5,0,0,0,0,0,45467234,69701608,8,1
1,8,0,0,0,0,6,45467234,69701608,8,7
0,8,2,0,1,0,0,23357611,69701608,8,7
1,2,0,0,1,0,0,33592030,69701608,6,7
1,3,0,1,0,0,0,29544633,69701608,39,6
1,7,0,1,0,0,0,29544633,69701608,39,7
1,2.28,0,0,0,0,0,29544633,69701608,39,7
1,1.58,0,0,0,0,0,29544633,69701608,39,7
1,21,0,0,0,0,0,29544633,69701608,39,6
1,20,0,1,1,0,1,29544633,69701608,39,7
1,0.6,0,1,1,0,0,35541358,69701608,36,3
1,0.6,0,1,3,0,0,35541358,69701608,36,7
1,0.6,0,0,1,0,0,35541358,69701608,36,4
1,0.6,0,1,3,0,0,35541358,69701608,36,6
1,0.6,0,1,2,0,0,35541358,69701608,36,3
0,1.5,0,1,1,2,0,35541358,69701608,36,3
0,1.5,0,1,1,2,0,35541358,69701608,36,3
0,1.5,0,1,1,2,0,35541358,69701608,36,3
0,1.5,0,0,1,2,0,35541358,69701608,36,4
0,1.5,0,1,1,3,0,35541358,69701608,36,4
0,15,0,1,0,0,0,20268706,70346569,3,7
1,3.2,0,1,0,0,0,60572550,70346569,7,7
1,8,0,0,0,0,0,32122265,63007147,18,0
0,5,0,1,0,0,5,19145267,63007147,10,4
0,8,0,0,0,0,0,25323188,63007147,22,5
1,1.2,0,1,0,1,0,33275552,63007147,17,5
1,3.5,0,1,1,1,6,33275552,63007147,17,5
0,4.8,0,1,0,0,6,22478307,63007147,52,5
0,10,2,1,2,0,0,68559248,75944548,24,6
0,7,2,1,0,1,0,68559248,75944548,24,4
0,3,2,1,0,0,5,31459171,75944548,22,7
0,7,2,1,0,0,0,35543580,75944548,5,3
0,4,2,1,0,0,0,35543580,75944548,5,6
0,5,2,1,0,0,0,35543580,75944548,5,6
0,5.5,0,1,0,0,0,28199635,75944548,13,5
1,2.9,2,0,0,0,5,29959980,75944548,18,1
0,5.42,2,1,0,0,0,102737212,75944548,19,6
1,2,0,0,0,0,5,33323927,75944548,21,7
0,1.2,0,0,0,0,0,33323927,75944548,21,7
0,1.3,0,0,0,0,0,33323927,75944548,21,6
0,1.3,0,0,0,0,0,33323927,75944548,21,6
0,1.3,0,1,0,0,0,33323927,75944548,21,2
1,5,0,0,2,0,5,39381923,69109260,95,7
1,2.5,0,1,0,1,0,39381923,69109260,95,7
0,10,2,1,0,0,0,30898270,65200878,4,7
0,20,2,1,0,1,1,30898270,65200878,4,5
1,5,0,0,2,0,5,27158848,76346777,32,6
1,16,0,1,0,0,0,26972671,76346777,9,6
1,4,0,1,0,0,0,26972671,76346777,9,7
0,6.3,0,1,0,0,0,48645252,76346777,29,5
1,0.9,0,1,0,1,0,47894687,76346777,47,7
1,2.9,0,1,2,1,5,33289321,76346777,108,7
0,2,0,0,0,1,6,33289321,76346777,108,1
0,3.7,0,0,2,0,0,15262551,76346777,50,7
0,3.3,0,1,2,0,0,15262551,76346777,50,7
0,3.4,0,0,2,0,0,15262551,76346777,50,7
0,3,0,1,2,0,0,15262551,76346777,50,7
1,16,0,0,0,0,0,15262551,76346777,50,7
0,15,2,1,0,0,0,38946656,76346777,39,4
1,5,2,1,0,0,6,38946656,76346777,39,5
0,5,2,1,0,0,5,38946656,76346777,39,7
0,12,0,1,0,0,0,38946656,76346777,39,3
1,1,0,1,0,0,0,38946656,76346777,39,3
0,2,0,0,0,0,0,38946656,76346777,39,7
0,13,0,1,1,0,0,38946656,76346777,39,3
0,12,2,1,0,0,0,38946656,76346777,39,7
1,3.8,0,1,1,0,5,19942760,76346777,66,0
0,18,1,1,0,0,8,28229829,76346777,107,2
0,3,2,1,0,0,5,37300553,70070777,35,7
0,7,2,1,0,1,0,21798903,69726813,33,7
1,9,2,1,0,0,0,37580148,68354722,36,3
1,2.2,0,1,3,0,0,37580148,68354722,36,2
1,8.4,0,1,4,0,1,37580148,68354722,36,5
1,4,2,1,0,0,6,15230659,64857342,43,5
1,5,2,1,3,0,8,15230659,64857342,43,2
1,3,0,0,0,0,8,15230659,64857342,43,1
0,15,2,0,0,1,0,107663270,67098058,10,5
0,16,2,0,0,1,0,107663270,67098058,10,5
0,5.3,0,1,0,0,0,29338072,66520329,88,7
0,10.5,0,1,0,0,0,29338072,66520329,88,5
0,17.5,2,0,0,1,0,29338072,66520329,88,7
0,12.4,2,0,0,1,0,29338072,66520329,88,1
0,17,2,1,0,1,0,29338072,66520329,88,5
0,8.7,2,1,0,1,0,29338072,66520329,88,7
0,11.4,2,0,0,1,0,29338072,66520329,88,5
0,13.6,0,0,0,1,0,29338072,66520329,88,5
0,12,0,1,0,0,0,29338072,66520329,88,5
0,8,2,1,0,0,0,24212848,67504454,13,6
1,1,0,1,1,0,0,23798867,67504454,5,4
0,1,0,0,1,0,0,23798867,67504454,5,4
0,1,0,0,2,0,8,23798867,67504454,5,4
1,15,0,1,1,0,8,23798867,67504454,5,0
0,1,0,1,1,0,0,39023869,67504454,14,7
0,5,0,1,0,0,0,39023869,67504454,14,0
0,1,0,1,1,0,0,39023869,67504454,14,7
1,8,2,0,0,0,0,35481217,67504454,129,0
1,6,2,1,0,0,0,35481217,67504454,129,7
0,7,1,0,0,0,0,35481217,67504454,129,1
1,5,2,1,1,0,6,35481217,67504454,129,0
0,5,0,0,0,0,0,45467234,69701608,8,5
1,6,0,0,1,0,8,24696836,63007147,29,7
0,4,0,0,2,1,6,41183912,75944548,60,5
1,5.5,0,0,1,0,6,41183912,75944548,60,5
1,15,0,0,1,0,1,41183912,75944548,60,7
1,13,0,0,2,1,1,41183912,75944548,60,7
1,6,2,1,2,0,6,41183912,75944548,60,7
1,11,0,0,1,0,6,41183912,75944548,60,4
0,9.6,2,0,1,2,0,29507764,76346777,20,3
0,5.5,2,1,0,2,0,29507764,76346777,20,6
0,9.2,0,0,0,2,0,29507764,76346777,20,6
0,4.3,2,1,1,1,0,29507764,76346777,20,3
1,3.4,2,1,0,1,0,29507764,76346777,20,6
0,0.5,0,1,0,0,0,48645252,76346777,29,2
0,1.6,0,0,1,0,0,15262551,76346777,50,5
0,1.6,0,0,1,0,0,15262551,76346777,50,6
0,1.5,0,0,1,0,0,15262551,76346777,50,7
1,2,0,0,1,0,0,15262551,76346777,50,7
0,1.5,0,0,1,0,0,15262551,76346777,50,7
1,1.6,0,0,1,0,8,15262551,76346777,50,7
1,1.5,0,0,1,0,8,15262551,76346777,50,7
1,1.6,0,1,1,0,8,15262551,76346777,50,7
0,1.6,0,1,1,0,8,15262551,76346777,50,0
0,2.6,0,0,0,1,0,29507764,76346777,20,5
0,13,1,0,0,0,0,28229829,76346777,107,2
0,4.1,0,0,1,0,0,89800193,96001034,21,6
0,9.5,2,1,0,0,0,13911283,68354722,23,6
0,3.5,2,1,0,0,0,13911283,68354722,23,3
1,12,2,1,0,0,0,13911283,68354722,23,2
0,6,0,0,0,0,0,13911283,68354722,23,2
0,5.5,2,1,0,0,0,13911283,68354722,23,2
0,4.7,2,1,0,0,0,13911283,68354722,23,2
0,7.5,0,0,0,0,0,13911283,68354722,23,3
1,2,0,1,0,0,0,107663270,67098058,10,7
0,2.5,0,1,0,2,5,107663270,67098058,10,5
0,1.7,0,0,0,1,0,20089234,67098058,44,3
0,1.2,0,1,0,1,0,20089234,67098058,44,6
0,1.5,0,1,0,1,0,20089234,67098058,44,2
0,1.4,0,0,0,1,0,20089234,67098058,44,2
0,4,2,0,0,0,0,107663270,67098058,10,6
1,2.5,0,1,0,0,5,107663270,67098058,10,7
1,2,0,0,0,0,5,107663270,67098058,10,5
0,5,0,0,1,1,0,29507764,76346777,20,7
1,7.6,2,1,0,3,0,29507764,76346777,20,5
1,5.2,2,1,1,0,0,29507764,76346777,20,2
0,8,2,0,0,1,0,26814612,67504454,13,5
1,4.46,0,0,1,0,6,21347566,70346569,21,5
0,0.8,0,1,0,0,0,49573514,63007147,11,3
0,0.8,0,1,0,0,0,49573514,63007147,11,7
0,0.8,0,0,0,0,0,49573514,63007147,11,6
0,6.5,2,1,0,1,0,13911283,68354722,23,5
0,8,2,1,1,0,0,26814612,67504454,13,7
1,4,2,1,1,0,0,26814612,67504454,13,5
0,3,2,1,1,0,0,26814612,67504454,13,5
0,5,2,1,1,0,0,26814612,67504454,13,0
0,20,0,0,0,1,0,20268706,70346569,3,2
1,1.8,0,1,1,0,0,91189362,70346569,14,4
1,1.6,0,1,1,0,0,91189362,70346569,14,0
0,5,0,0,0,1,0,49573514,63007147,11,4
0,10,0,0,1,0,8,49573514,63007147,11,7
1,4.8,0,1,1,1,0,28229829,76346777,107,7
1,3,1,0,1,0,5,13911283,68354722,23,7
0,15,0,1,1,0,0,19775174,68354722,31,5
0,10.2,2,1,0,0,0,29507764,76346777,20,5
0,2.8,0,0,0,4,5,29507764,76346777,20,5
0,2,2,1,1,0,0,26814612,67504454,13,7
1,2,0,1,0,1,5,49573514,63007147,11,7
0,8,2,0,1,0,0,35481217,67504454,129,7
0,3,0,2,0,0,0,45467234,69701608,8,0
0,12,0,2,0,1,5,45467234,69701608,8,0
1,20,0,1,0,0,8,45467234,69701608,8,7
0,13,0,1,0,1,0,35481217,67504454,129,0
0,8.5,2,1,0,0,8,24739714,67504454,7,5
0,4.2,2,0,0,0,0,24739714,67504454,7,7
0,7.7,0,1,0,0,0,27042598,67504454,9,7
0,4,0,1,0,0,0,41105864,67504454,10,7
0,6,0,1,0,0,0,41105864,67504454,10,7
0,2,2,1,0,0,0,41105864,67504454,10,5
0,3,0,0,0,0,0,41105864,67504454,10,1
0,6,2,1,0,0,0,41105864,67504454,10,5
0,5,2,0,0,0,0,32077741,67504454,4,0
0,20,0,0,0,0,0,35852501,67504454,15,7
0,9.5,0,1,1,0,0,23703624,67504454,33,6
1,1.4,0,1,1,1,0,23703624,67504454,33,6
0,7,0,1,1,0,0,23703624,67504454,33,4
0,4.1,0,1,1,0,0,23703624,67504454,33,6
1,1.9,0,0,2,0,0,23703624,67504454,33,6
0,3,2,0,2,1,0,23565021,69701608,10,5
0,5,1,0,0,0,5,35541358,69701608,36,7
0,10,0,0,0,0,0,38292208,70346569,7,7
0,15,0,1,0,0,8,24552907,70346569,8,5
1,7,2,1,1,0,0,20500554,70346569,10,7
0,4,0,0,1,0,0,20500554,70346569,10,7
1,3,0,0,1,0,0,24495237,63007147,13,6
0,20,0,0,0,0,0,23676944,63007147,7,7
1,1,0,1,1,0,0,32122265,63007147,18,5
1,2,0,1,1,0,0,32122265,63007147,18,5
0,10,0,0,1,0,0,25323188,63007147,22,7
1,25,0,1,1,0,8,25323188,63007147,22,7
0,5,2,0,0,0,6,68559248,75944548,24,5
0,1,2,0,0,0,0,40202034,75944548,14,6
0,1,2,1,0,0,0,40202034,75944548,14,6
0,3,2,0,0,0,0,31459171,75944548,22,7
0,18,0,0,0,0,0,98854601,75944548,24,7
1,7,2,1,0,1,0,98854601,75944548,24,5
1,18,0,1,0,1,8,41172319,75944548,9,5
1,40,0,0,1,0,3,33323927,75944548,21,2
0,3,2,0,0,0,0,32789404,65200878,3,7
0,4,2,0,0,0,0,36901325,65200878,6,7
0,4,0,1,0,0,0,37302596,65200878,4,7
1,5.5,0,0,0,0,6,24749037,65200878,15,5
0,4,2,0,1,0,6,26669799,65200878,26,1
0,4.5,2,1,1,0,5,15965527,76346777,14,5
0,6.4,0,1,0,0,0,48645252,76346777,29,0
1,3.1,0,0,0,0,5,48645252,76346777,29,0
1,6,1,0,1,0,5,47894687,76346777,47,7
1,5,0,0,0,2,6,38946656,76346777,39,7
1,3,0,0,0,0,5,38946656,76346777,39,6
0,3.2,0,1,1,0,5,15262551,76346777,50,7
0,0.2,0,2,0,0,0,64114080,76346777,52,1
0,12,0,0,0,0,0,64114080,76346777,52,5
0,6,1,0,0,0,6,64114080,76346777,52,5
1,2.8,0,0,0,0,5,28229829,76346777,107,6
0,1.5,0,0,0,2,0,89800193,96001034,21,6
0,2.6,0,1,1,0,0,53232899,96001034,10,0
0,4,2,1,0,0,0,21798903,69726813,33,7
0,4,2,1,0,1,0,21798903,69726813,33,7
1,4.5,0,0,0,0,5,21798903,69726813,33,6
0,3.8,0,1,0,0,0,21798903,69726813,33,6
0,20,0,1,0,0,0,21798903,69726813,33,7
0,9,2,1,0,1,0,15230659,64857342,43,6
1,6,1,0,0,0,5,20227366,64857342,22,5
0,5.34,1,0,0,0,6,20089234,67098058,44,5
0,14.2,2,1,0,1,0,29338072,66520329,88,1
0,9.1,2,1,0,1,0,29338072,66520329,88,7
0,17.4,2,1,0,1,0,29338072,66520329,88,5
0,22.5,2,0,0,1,0,29338072,66520329,88,5
1,15,2,1,0,0,0,24212848,67504454,13,6
0,3,0,1,1,0,0,39023869,67504454,14,1
1,1.5,2,1,0,0,0,40463263,69701608,35,1
0,5,0,0,0,2,0,35541358,69701608,36,3
0,2.7,0,1,1,0,6,21347566,70346569,21,5
0,15,0,0,0,0,0,98854601,75944548,24,7
1,4,2,1,0,0,5,98854601,75944548,24,7
1,5,0,1,2,1,0,41183912,75944548,60,4
1,2,0,0,2,0,0,41183912,75944548,60,4
0,10,0,1,0,1,0,28535744,69109260,4,7
0,5,2,0,0,1,5,82251413,69109260,13,7
0,8,0,0,4,4,0,98519371,76346777,74,3
0,18,0,0,0,3,0,29507764,76346777,20,3
1,5.5,1,0,1,1,6,28229829,76346777,107,5
0,3,2,0,0,0,0,37300553,70070777,35,7
0,1.5,0,1,0,0,8,37300553,70070777,35,2
1,5.5,2,1,0,1,0,21798903,69726813,33,4
0,12,0,0,1,0,0,21798903,69726813,33,0
0,13,2,1,0,0,0,21798903,69726813,33,7
0,7,0,0,0,0,0,13911283,68354722,23,6
0,7.5,1,0,0,0,0,13911283,68354722,23,6
0,6,0,1,0,0,0,122957457,68354722,8,3
1,4,1,0,0,0,5,20227366,64857342,22,7
1,4.9,2,1,0,0,5,20089234,67098058,44,4
1,3.2,2,1,0,0,0,20089234,67098058,44,6
1,5.8,0,0,0,0,0,18856810,94451871,46,5
0,8.3,0,0,0,1,0,29507764,76346777,20,2
1,4.9,1,0,1,2,6,29507764,76346777,20,4
0,2.2,0,0,1,4,5,29507764,76346777,20,7
1,4.5,0,0,0,0,6,29507764,76346777,20,5
0,6,0,0,0,0,0,50157005,70346569,9,4
1,4.8,0,0,0,1,2,45938685,75944548,7,5
1,5.5,0,0,0,1,2,45938685,75944548,7,5
0,20,2,0,0,3,0,98519371,76346777,74,7
1,4,0,1,0,0,6,37300553,70070777,35,5
0,5,2,0,0,0,0,37300553,70070777,35,6
0,1.5,0,0,0,1,0,20089234,67098058,44,3
0,30,2,1,0,1,3,29507764,76346777,20,2
0,2,0,0,0,0,0,41105864,67504454,10,0
0,9,0,0,0,0,0,50157005,70346569,9,6
0,8,0,0,0,0,0,50157005,70346569,9,6
0,4,2,1,1,1,5,98519371,76346777,74,7
1,17,0,0,1,0,8,98519371,76346777,74,5
0,13,0,0,0,0,6,98519371,76346777,74,7
0,8,2,1,1,1,0,98519371,76346777,74,7
0,13,2,1,1,0,0,98519371,76346777,74,7
1,4.1,2,1,0,1,0,29507764,76346777,20,5
0,7,2,1,0,0,0,37300553,70070777,35,6
0,1.4,0,1,1,0,0,45938685,75944548,7,0
0,1.3,0,1,1,0,0,45938685,75944548,7,5
0,1.2,0,0,1,0,0,45938685,75944548,7,0
0,4.5,0,0,1,0,0,45938685,75944548,7,2
0,16,0,0,1,0,0,45938685,75944548,7,7
0,15,0,1,1,0,0,45938685,75944548,7,7
0,3.8,0,1,1,0,0,45938685,75944548,7,6
1,3.5,0,1,1,0,0,45938685,75944548,7,5
0,15,2,1,0,0,0,26814612,67504454,13,1
1,5,2,1,1,0,0,26814612,67504454,13,5
0,4,2,1,1,0,0,26814612,67504454,13,5
0,4,2,0,1,0,0,26814612,67504454,13,0
1,4,2,0,1,0,0,26814612,67504454,13,5
0,4,2,1,1,0,0,26814612,67504454,13,5
0,4,2,0,1,0,0,26814612,67504454,13,4
0,1.4,0,1,0,0,0,29544633,69701608,39,6
1,1.2,0,0,0,0,0,29544633,69701608,39,6
1,11.9,0,0,0,1,0,29544633,69701608,39,5
1,7,0,0,0,1,0,35541358,69701608,36,7
1,20,0,0,1,1,4,35541358,69701608,36,4
1,2,2,0,1,0,6,29152424,70346569,10,1
0,4,0,0,0,1,0,19787539,70346569,5,7
0,3,0,1,0,1,0,19787539,70346569,5,1
0,5,0,1,1,0,0,32122265,63007147,18,0
0,10,0,1,0,0,5,22478307,63007147,52,6
0,6,0,1,0,3,0,68559248,75944548,24,7
0,6,0,0,0,3,0,68559248,75944548,24,7
1,3,0,0,1,0,0,68559248,75944548,24,6
1,3,0,0,1,0,0,68559248,75944548,24,7
1,4,0,0,1,1,0,68559248,75944548,24,6
0,11,2,1,0,0,0,33486996,69109260,16,5
1,1.3,0,1,2,0,0,31765708,76346777,12,0
1,0.13,0,0,2,0,0,31765708,76346777,12,0
0,6.5,0,1,1,0,0,31765708,76346777,12,7
1,9.5,0,0,1,0,0,31765708,76346777,12,7
0,25,0,1,1,0,0,31765708,76346777,12,0
1,25,0,0,2,0,8,31765708,76346777,12,0
1,21,0,0,1,0,3,31765708,76346777,12,6
1,2.3,0,1,1,0,0,31765708,76346777,12,7
0,6.5,0,1,2,0,0,31765708,76346777,12,7
1,22,2,1,0,0,1,38946656,76346777,39,5
1,6.5,2,1,0,0,0,42357302,76346777,109,5
1,5,0,0,0,0,0,21798903,69726813,33,6
1,3,0,0,1,0,5,15230659,64857342,43,7
1,1,0,1,0,0,0,20227366,64857342,22,5
1,1,0,0,0,0,0,20227366,64857342,22,5
1,1,0,1,0,0,0,20227366,64857342,22,7
0,18,2,1,0,0,0,20227366,64857342,22,5
1,5.3,0,1,0,0,0,60867597,64857342,11,5
0,3,2,1,1,0,0,26814612,67504454,13,4
0,3,2,1,1,0,0,26814612,67504454,13,4
0,3,2,1,1,0,0,26814612,67504454,13,6
0,3,2,1,1,0,0,26814612,67504454,13,6
0,3,2,0,1,0,0,26814612,67504454,13,5
0,3,2,1,0,1,0,26814612,67504454,13,0
0,5,2,1,0,1,0,26814612,67504454,13,0
1,8,2,0,1,0,0,40463263,69701608,35,5
0,10,2,0,0,0,1,40463263,69701608,35,0
1,7,0,0,0,0,0,22478307,63007147,52,5
1,35,0,1,1,0,1,82251413,69109260,13,5
0,22,2,1,0,3,0,29507764,76346777,20,6
0,10.7,2,1,0,2,0,29507764,76346777,20,4
0,13.7,0,0,0,2,0,29507764,76346777,20,4
0,4.6,1,0,0,2,5,29507764,76346777,20,7
0,4.8,0,0,0,1,6,29507764,76346777,20,7
1,5.8,2,1,1,0,3,29507764,76346777,20,4
1,3.9,0,0,2,0,6,51221392,94451871,29,5
0,3,2,0,1,0,0,26814612,67504454,13,7
0,3,2,0,1,0,0,26814612,67504454,13,7
0,3,2,1,1,0,0,26814612,67504454,13,7
0,5,2,1,1,0,0,26814612,67504454,13,7
0,5,2,0,0,1,0,26814612,67504454,13,5
1,25,0,0,1,1,6,49573514,63007147,11,6
0,1,2,1,0,0,0,98519371,76346777,74,7
0,10,2,0,1,0,0,26814612,67504454,13,7
0,15,2,0,0,1,8,26814612,67504454,13,7
0,2,2,1,1,0,0,26814612,67504454,13,7
0,2,2,1,1,0,0,26814612,67504454,13,5
1,2,2,1,1,0,0,26814612,67504454,13,7
1,7,0,0,1,0,2,82251413,69109260,13,6
0,1.5,2,0,1,0,0,26814612,67504454,13,0
0,18,0,0,0,1,0,35481217,67504454,129,5
1,1.28,0,1,0,0,0,29544633,69701608,39,5
0,2,2,1,0,0,0,40463263,69701608,35,5
1,3.8,0,1,0,0,5,22478307,63007147,52,6
0,3,2,0,0,0,5,38946656,76346777,39,7
1,5,2,1,0,0,8,38946656,76346777,39,7
0,4,0,0,0,1,6,38946656,76346777,39,5
0,20,1,0,0,0,0,21798903,69726813,33,7
1,0.3,0,1,2,2,0,85511948,69701608,39,7
0,0.3,0,1,2,2,0,85511948,69701608,39,5
1,0.3,0,0,2,2,0,85511948,69701608,39,5
